character,gender,good_vs_bad,universe,first_movie,release_year,sentiment_score
Henry Mills,Male,Hero,Other,None,None,5.426041179223212
Honest John,Male,Villain,Disney,Pinocchio,1940,5.4597960484385
Ingrid,Female,Heroine,Other,None,None,5.431384335154814
Lampwick,Male,Villain,Disney,Pinocchio,1940,5.447532699167655
Maid Marian,Female,Heroine,Disney,Robin Hood,1973,5.481778409090914
Maurice,Male,Hero,Disney,Beauty and the Beast,None,5.423957654723124
Merlin,Male,Hero,Disney,The Sword in the Stone,1963,5.427781217750244
Mini Maui,Other,Hero,Disney,Moana,2016,5.426393013100423
Monstro,Male,Villain,Disney,Pinocchio,1940,5.425694695055934
Pain and Panic,Male,Hero,Disney,Hercules,1997,5.2573134328358195
Pinocchio (character),Male,Hero,Disney,Pinocchio,1940,5.473050645819169
Pongo,Male,Hero,Disney,One Hundred and One Dalmatians,1961,5.45132102682434
Queen of Hearts,Female,Villain,Disney,Alice in Wonderland,None,5.517659447645542
Ray,Male,Hero,Disney,The Princess and the Frog,2009,5.480870488322716
Robert (Once Upon a Time),Other,Neutral,Other,None,None,5.342125000000002
Rumplestiltskin,Male,Hero,Other,None,None,5.393114520721281
Simba,Male,Hero,Disney,The Lion King,1994,5.384587677725117
Stromboli,Male,Villain,Disney,Pinocchio,1940,5.464561621174524
The Prince,Male,Hero,Disney,Snow White and the Seven Dwarfs,1937,5.474311069593646
Theodora the Wicked Witch of the West,Female,Villain,Disney,The Muppets' Wizard of Oz,None,5.369741979290445
Johnny's Angel,Male,Hero,Disney,Melody Time,1948,5.756205357142858
Armstrong,Other,Villain,Disney,None,None,5.466201923076924
Birdie McQuack,Female,Heroine,Disney,None,None,5.808826815642458
Loopey McQuack,Female,Heroine,Disney,None,None,5.876117021276594
Maury Thwackstein,Other,Neutral,Disney,None,None,5.756198347107438
Ripcord McQuack,Male,Hero,Disney,None,None,5.79705882352941
Bongo the Gorilla,Male,Neutral,Disney,Who Framed Roger Rabbit,1988,5.524929577464792
R.K. Maroon,Male,Hero,Other,Who Framed Roger Rabbit,1988,5.343418553688822
Toon,Other,Hero,Disney,None,None,5.44783722682743
Cheddarhead Charlie and Camembert Kate,Female,Neutral,Disney,None,None,5.575051244509516
Sir Colby,Male,Hero,Disney,None,None,5.330541082164326
Candace Flynn,Female,Heroine,Disney,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,5.506106965174129
Chainsaw (Goof Troop),Female,Neutral,Disney,None,None,5.489447674418597
Cousin Zeke,Male,Villain,Disney,None,None,5.394729064039408
Eli Squinch,Male,Villain,Disney,None,None,5.579230769230768
Gram-Gram Peg-Leg,Female,Heroine,Disney,None,None,5.536380952380954
Gremlin Prescott,Other,Villain,Disney,The Gremlins,None,5.3963374028856785
Gremlins,Other,Hero,Disney,None,None,5.54942372881356
Julius the Cat,Male,Hero,Disney,None,None,5.445143953934738
Lonesome Ghosts (characters),Male,Hero,Disney,Mickey's House of Villains,2002,5.226503067484659
Maw Pete,Female,Neutral,Disney,"Mickey, Donald, Goofy: The Three Musketeers",2004,5.6461954624781825
Muncey,Male,Villain,Disney,None,None,5.48719101123595
Organization XIII,Female,Villain,Disney,None,None,5.33219577606436
Peg Pete,Female,Heroine,Disney,None,None,5.465328864683701
Pistol Pete,Female,Neutral,Disney,None,None,5.442767702936089
Small Pete,Male,Neutral,Disney,None,None,5.351632653061221
Sylvester Shyster,Male,Villain,Disney,None,None,5.322515337423308
Trudy Van Tubb,Female,Villain,Disney,None,None,5.696315789473684
Uncle Bob,Male,Neutral,Disney,None,None,5.594202898550725
Ursula,Female,Villain,Disney,The Little Mermaid,1989,5.42698741592538
Robot Dogs,Other,Villain,Disney,None,None,5.474138888888891
Bernard (The Rescuers),Male,Hero,Disney,The Rescuers,1977,5.385484732824421
Solego,Other,Villain,Disney,None,None,5.444013266998342
Douglas McDuck,Male,Neutral,Disney,None,None,5.596805111821086
Glittering Goldie,Female,Heroine,Disney,None,None,5.4416721044045655
Iron Man,Male,Hero,Marvel,Iron Man,None,5.299512409927938
Jock,Male,Hero,Disney,Lady and the Tramp,1955,5.504705882352938
List of Kingdom Hearts characters,Other,Neutral,Disney,None,None,5.370242687238819
Oliver Warbucks,Male,Hero,Disney,Annie,1999,5.669950738916255
Penguin Waiters,Other,Neutral,Disney,Mary Poppins,1964,5.608858895705527
Phileas Fogg,Male,Hero,Disney,Around the World in 80 Days,2004,5.400768907563024
Pothole McDuck,Male,Neutral,Disney,None,None,5.583394039735099
Remy,Male,Hero,Pixar,Ratatouille,2007,5.450283433133734
The Ghost of Christmas Present,Male,Neutral,Disney,The Muppet Christmas Carol,None,5.547905282331508
The Ghost of Christmas Yet to Come,Male,Hero,Disney,The Muppet Christmas Carol,None,5.428307426597585
Unversed,Other,Villain,Disney,None,None,5.31062724014337
Erol,Male,Villain,Disney,None,None,5.35
Hammerhead,Male,Villain,Marvel,None,None,5.304258064516132
Lena Sabrewing,Female,Heroine,Disney,None,None,5.40195893223819
Spider-Man,Male,Hero,Marvel,Mars Needs Moms,2011,5.405309202617862
"Ansem, Seeker of Darkness",Male,Villain,Other,None,None,5.365114754098348
Cinderella (character),Female,Heroine,Disney,Cinderella,None,5.520866431905658
Jumba Jookiba,Male,Hero,Disney,Lilo & Stitch,2002,5.3941892920578685
Magic Mirror,Male,Neutral,Disney,Snow White and the Seven Dwarfs,1937,5.466886105447121
The Grand Duke,Male,Hero,Disney,Cinderella,None,5.4731926683717
Vanitas,Male,Villain,Disney,None,None,5.281459459459454
Xemnas,Male,Villain,Disney,None,None,5.3719856887298665
Alice,Female,Heroine,Disney,Alice in Wonderland,None,5.516311829455181
Curious Oysters,Female,Neutral,Disney,Alice in Wonderland,None,5.609487750556787
Red Queen,Female,Villain,Disney,Alice in Wonderland,None,5.416223316912953
The Tweedle Boys,Male,Hero,Disney,Alice in Wonderland,None,5.427285851780559
The Walrus and the Carpenter,Male,Neutral,Disney,Alice in Wonderland,None,5.41669931439765
White Rabbit,Male,Neutral,Disney,Alice in Wonderland,None,5.530193194925016
Lahwhinie,Female,Villain,Disney,None,None,5.622840466926071
Queenie,Female,Neutral,Disney,None,None,5.448184713375791
Abis Mal,Male,Villain,Disney,The Return of Jafar,1994,5.2174569402228865
Benjamin,Male,Neutral,Disney,The Little Mermaid: Ariel's Beginning,2008,5.413161290322575
Blackbeard,Male,Villain,Disney,Blackbeard's Ghost,1968,5.303209118807528
Cora,Female,Heroine,Disney,None,None,5.47792477302205
Crab Scouts,Female,Neutral,Disney,None,None,5.600000000000001
Disney Princess,Other,Neutral,Other,Raya and the Last Dragon,2021,5.587224395857296
Fa Mulan,Female,Heroine,Disney,Mulan,1998,5.428535584367138
First Order Stormtroopers,Other,Villain,Other,Star Wars: The Force Awakens,2015,5.300267686424473
Flotsam and Jetsam,Male,Villain,Disney,The Little Mermaid,1989,5.420078585461686
Flounder,Male,Hero,Disney,The Little Mermaid,1989,5.457789400278934
Glut the Shark,Male,Villain,Disney,The Little Mermaid,1989,5.453706896551723
Grimsby,Male,Hero,Disney,The Little Mermaid,1989,5.454363468634687
Grumpy,Male,Hero,Disney,Snow White and the Seven Dwarfs,1937,5.458570454545446
Hans Christian Andersen (character),Male,Hero,Disney,None,None,5.492261904761901
Helen of Troy,Female,Heroine,Disney,None,None,5.558239436619713
John Darling,Male,Hero,Disney,Peter Pan,1953,5.499259259259253
King Agnarr,Male,Hero,Disney,Frozen,2013,5.426811881188119
King Triton's Daughters,Female,Heroine,Disney,The Little Mermaid,1989,5.585223072020398
Kristoff,Male,Hero,Disney,Frozen,2013,5.442517878828751
Little Evil,Male,Hero,Disney,None,None,5.2476883116883135
Lucky (The Little Mermaid),Female,Heroine,Disney,None,None,5.6482115384615375
Magic Carpet,Other,Hero,Disney,Aladdin,1992,5.4392078015892125
Manta,Male,Villain,Disney,None,None,5.188830734966593
Marina Del Rey,Female,Villain,Disney,The Little Mermaid: Ariel's Beginning,2008,5.426119402985069
Max (The Little Mermaid),Male,Hero,Disney,The Little Mermaid,1989,5.465915331807783
Melody,Female,Heroine,Disney,The Little Mermaid II: Return to the Sea,2000,5.564329004329001
Michael Darling,Male,Hero,Disney,Peter Pan,1953,5.475026486168325
Moana (character),Female,Heroine,Disney,Moana,2016,5.485528263795417
Morgana,Female,Villain,Disney,The Little Mermaid II: Return to the Sea,2000,5.432472019464719
Neptune (The Little Mermaid),Male,Neutral,Disney,None,None,5.5926923076923085
Oona,Female,Heroine,Disney,None,None,5.486071428571425
Palace Pets,Female,Neutral,Disney,None,None,5.6860609311306645
Peter Pan (character),Male,Hero,Disney,Peter Pan,1953,5.4411993789623345
Pocahontas (character),Female,Heroine,Disney,Pocahontas,1995,5.491576118256853
Prince Edward,Male,Hero,Disney,Enchanted,2007,5.483870703764319
Prince Eric,Male,Hero,Disney,The Little Mermaid,1989,5.501167011256603
Queen Athena,Female,Neutral,Disney,The Little Mermaid: Ariel's Beginning,2008,5.509197577592733
Saleen,Female,Villain,Disney,None,None,5.4308679245283
Sam (Enchanted),Female,Neutral,Disney,Enchanted,2007,5.538847736625512
Scuttle,Male,Hero,Disney,The Little Mermaid,1989,5.49343465045593
Seaclops,Male,Neutral,Disney,None,None,5.379970238095241
Sofia the First (character),Female,Heroine,Disney,Sofia the First: Once Upon a Princess,2012,5.553973232956915
Spot the Killer Whale,Male,Neutral,Disney,None,None,5.356338582677162
Stormy the Giant Seahorse,Male,Neutral,Disney,None,None,5.437901639344258
Urchin,Male,Hero,Disney,None,None,5.396101609657949
Vanellope von Schweetz,Female,Heroine,Disney,Wreck-It Ralph,2012,5.451847382431238
Vor,Female,Villain,Disney,None,None,5.397500000000001
Wendy Darling,Female,Heroine,Disney,Peter Pan,1953,5.498918348193332
Wreck-It Ralph (character),Male,Hero,Disney,Wreck-It Ralph,2012,5.402734783806116
Babydoll Beagle,Female,Hero,Disney,None,None,5.521910112359552
Beagle Brats,Male,Villain,Disney,None,None,5.4630476190476225
Boom-Boom Beagle,Female,Heroine,Disney,None,None,5.60944237918216
Bouffant Beagle,Female,Villain,Disney,None,None,5.634573643410855
Chernabog,Male,Villain,Disney,Fantasia,1940,5.394667128987518
Duckworth,Male,Hero,Disney,DuckTales the Movie: Treasure of the Lost Lamp,1990,5.39449799196787
Grandpa Beagle,Male,Villain,Disney,None,None,5.540172786177106
Grandpappy Beagle,Male,Villain,Disney,None,None,5.58259493670886
Ma Beagle,Female,Villain,Disney,None,None,5.512295081967215
Madam Mim,Female,Villain,Disney,The Sword in the Stone,1963,5.392236421725232
Mark Beaks,Male,Villain,Disney,None,None,5.357961452928088
Super Beagle Boy,Male,Villain,Disney,None,None,5.5128695652173905
Blotlings,Other,Villain,Disney,None,None,5.3527830188679255
Friend Owl,Male,Hero,Disney,Bambi,1942,5.657858319604614
List of cameos in Wreck-It Ralph,Other,Neutral,Other,Wreck-It Ralph,2012,5.419011392870267
Maximilian,Other,Villain,Disney,The Black Hole,1979,5.28031446540881
The Shadow Blot,Male,Villain,Disney,None,None,5.323322033898306
Tik-Tok,Other,Hero,Disney,Return to Oz,1985,5.413192182410421
Boniface,Male,Neutral,Disney,None,None,5.463815789473687
Maw Cow,Female,Neutral,Disney,None,None,5.60115789473684
Miss Bovina,Female,Neutral,Disney,None,None,5.657484276729561
Goliath I,Male,Neutral,Disney,None,None,5.455054945054937
Jungle Patrol,Female,Heroine,Disney,The Jungle Book,1967,5.483603448275862
Winifred's Uncle,Male,Neutral,Disney,None,None,5.4534254143646415
Winifred,Female,Heroine,Disney,The Jungle Book,1967,5.504019204389577
Anna Matronic,Female,Villain,Disney,None,None,5.517657841140532
Dark Warrior Duck,Male,Villain,Disney,None,None,5.2352245345016355
Fearsome Five,Male,Villain,Disney,None,None,5.4431981981982
Fenton Crackshell,Male,Hero,Disney,None,None,5.377440068493147
Fluffy (Darkwing Duck),Male,Villain,Disney,None,None,5.367454194792672
Goose Lee,Other,Villain,Disney,None,None,5.577548076923074
J. Gander Hooter,Male,Hero,Disney,None,None,5.5880769230769225
Jambalaya Jake,Male,Villain,Disney,None,None,5.337504393673111
Lilliput (Darkwing Duck),Male,Villain,Disney,None,None,5.488869257950534
Mabel Pines,Female,Heroine,Disney,None,None,5.412878440366978
Morgana Macawber,Female,Heroine,Disney,None,None,5.506601156069362
Neptunia,Female,Heroine,Disney,None,None,5.540619658119656
Professor Moliarty,Male,Villain,Disney,None,None,5.527019498607241
Splatter Phoenix,Female,Villain,Disney,None,None,5.501151832460735
Stegmutt,Male,Neutral,Disney,None,None,5.4891111111111055
Vladimir Gryzlikoff,Male,Hero,Disney,None,None,5.59421319796954
Zan Owlson,Female,Neutral,Disney,None,None,5.425551102204406
Daphne Duck,Female,Neutral,Other,None,None,5.762269807280507
Lumiere,Male,Hero,Disney,Beauty and the Beast,None,5.436986725663714
Miss Quackfaster,Female,Heroine,Disney,DuckTales the Movie: Treasure of the Lost Lamp,1990,5.5289156626506015
Selene,Female,Heroine,Disney,None,None,5.549078694817658
Whitewater Duck,Male,Neutral,Other,None,None,5.643594202898551
Gabby McStabberson,Female,Neutral,Disney,None,None,5.298917127071816
Hack and Slash Smashnikov,Male,Villain,Disney,None,None,5.384974093264249
M'Ma Crackshell,Female,Heroine,Disney,None,None,5.551247892074192
Gloria,Female,Heroine,Disney,None,None,5.523510971786828
Hard Haid Moe,Male,Neutral,Disney,None,None,5.61983922829582
Red Bat,Male,Hero,Disney,None,None,5.627031802120143
Cinnamon Teal,Female,Villain,Disney,DuckTales the Movie: Treasure of the Lost Lamp,1990,5.4759604519774
Clover Leaf,Male,Hero,Disney,None,None,5.484285714285713
Doofus Drake,Male,Hero,Disney,None,None,5.429163793103448
Humperdink Duck,Male,Neutral,Disney,None,None,5.682578947368421
Luke the Goose,Other,Neutral,Disney,None,None,5.716192307692308
Toad Liu Hai,Male,Villain,Disney,None,None,5.453783231083845
Violet Sabrewing,Female,Heroine,Disney,None,None,5.547254901960787
Akita,Male,Villain,Disney,None,None,5.342874493927125
B.O.Y.D.,Other,Hero,Disney,None,None,5.50290780141844
Emil Eagle,Male,Villain,Disney,None,None,5.56641935483871
Fulton Gearloose,Male,Neutral,Disney,None,None,5.528122171945708
Little Helper,Other,Neutral,Disney,None,None,5.454310344827588
Newton Gearloose,Other,Neutral,Disney,None,None,5.715440414507774
Principal Slimovitz,Male,Hero,Disney,None,None,5.39889558232931
Anastasia Tremaine,Female,Heroine,Disney,Cinderella,None,5.506516257465164
Cassim,Male,Hero,Disney,Aladdin and the King of Thieves,1996,5.325121130551817
Cave of Wonders,Other,Neutral,Disney,Aladdin,1992,5.424653083700438
Diablo,Male,Villain,Disney,Sleeping Beauty,1959,5.4108697741470415
Evie,Female,Heroine,Disney,Descendants,2015,5.410479485912015
Frank (The Rescuers),Male,Hero,Disney,The Rescuers Down Under,1990,5.398571428571426
Gazeem,Male,Villain,Disney,Aladdin,1992,5.355950292397661
Lost Boys,Male,Hero,Disney,Peter Pan,1953,5.377228448275859
Mr. Hyde,Male,Hero,Disney,The Nightmare Before Christmas,1993,5.360815094339615
Prince John,Male,Villain,Disney,Robin Hood,1973,5.333331733077272
Sa'Luk,Male,Villain,Disney,Aladdin and the King of Thieves,1996,5.2374901652242345
Sadira,Female,Heroine,Disney,Aladdin and the King of Thieves,1996,5.443959731543628
Sir Hiss,Male,Villain,Disney,Robin Hood,1973,5.321646611779602
The Oracle,Female,Heroine,Disney,Aladdin and the King of Thieves,1996,5.33133928571428
The Sultan,Male,Hero,Disney,Aladdin,1992,5.421094413590328
Thundra,Female,Neutral,Disney,None,None,5.736820809248554
Zazu,Male,Hero,Disney,The Lion King,1994,5.374596892406918
Carlos De Vil,Male,Hero,Disney,Descendants,2015,5.381197387518138
Hercules (character),Male,Hero,Disney,Hercules,1997,5.40599460073883
Icarus,Male,Hero,Disney,None,None,5.4824613555291295
Jay (Descendants),Male,Hero,Disney,Descendants,2015,5.501184723304751
Mozenrath,Male,Villain,Disney,None,None,5.3146666666666595
Nasira,Female,Villain,Disney,None,None,5.351129196337748
Philoctetes,Male,Hero,Disney,Hercules,1997,5.403873762376237
Razoul,Male,Neutral,Disney,Aladdin,1992,5.26727699530516
Sanderson Sisters,Female,Villain,Disney,Hocus Pocus,1993,5.457641000490424
Terrence Maybeck,Male,Hero,Disney,None,None,5.702753623188407
Tia Dalma,Female,Heroine,Disney,Pirates of the Caribbean: Dead Man's Chest,2006,5.3531129765652326
Henry Villanova,Male,Villain,Disney,None,None,5.46264150943396
Cornelius Coot,Other,Hero,Disney,None,None,5.537731811697575
Ghost Host,Male,Neutral,Disney,The Haunted Mansion,None,5.329083476764203
Herman the Bootle Beetle,Male,Neutral,Disney,None,None,5.689090909090907
Ludwig Von Drake's mother,Female,Heroine,Disney,None,None,5.49811059907834
Martian Robot,Other,Villain,Disney,Mickey's Mechanical House,None,5.5041202672605785
Mother Goose (character),Female,Neutral,Disney,Mother Goose Rock 'n' Rhyme,1990,5.934901960784311
Blotworx,Other,Villain,Disney,None,None,5.3567276887871875
"Professors Ecks, Doublex, and Triplex",Male,Villain,Disney,None,None,5.31965447154472
Dijon,Male,Hero,Disney,DuckTales the Movie: Treasure of the Lost Lamp,1990,5.390198938992045
Bunny Children,Female,Neutral,Disney,None,None,5.623234285714284
Fanny,Female,Neutral,Disney,None,None,5.689462025316454
Homer the Cat,Male,Villain,Disney,None,None,5.598064516129029
J. P. Whiskers,Male,Neutral,Disney,None,None,5.703676880222841
Billy Maximoff,Male,Neutral,Marvel,Doctor Strange in the Multiverse of Madness,None,5.46537546468401
Bing Bong,Male,Hero,Pixar,Inside Out,2015,5.441614135625597
Donald Jr. (character),Male,Neutral,Disney,None,None,5.715935483870968
Doug (Zootopia),Male,Villain,Disney,Zootopia,2016,5.346205673758862
Hiro Hamada,Male,Hero,Disney,Big Hero 6,None,5.416614425345464
Storm Blot,Male,Villain,Other,None,None,5.405398550724636
Tommy Maximoff,Male,Neutral,Marvel,Doctor Strange in the Multiverse of Madness,None,5.474043175997063
Adira,Female,Heroine,Disney,None,None,5.33644829800899
Cassandra (Tangled),Female,Heroine,Disney,Tangled: Before Ever After,2017,5.367978390228613
Cinderella's Mother,Female,Neutral,Disney,Cinderella,None,5.6253511705685595
Drizella Tremaine,Female,Villain,Disney,Cinderella,None,5.499810260014056
Duke Weaselton,Male,Neutral,Disney,Zootopia,2016,5.329211248285322
Elliott,Male,Hero,Disney,Pete's Dragon,1977,5.422132478632482
Enchantress,Female,Neutral,Disney,Beauty and the Beast,None,5.343833892617442
Grace Goodwin,Female,Heroine,Disney,None,None,5.637640692640692
Hector (Tangled),Male,Villain,Disney,None,None,5.317381703470036
Hook Hand,Male,Hero,Disney,Tangled,2010,5.4566272189349085
King Edmund,Male,Hero,Disney,None,None,5.32372155287818
King Frederic,Male,Hero,Disney,Tangled,2010,5.4246394160583895
Lady Caine,Female,Villain,Disney,Tangled: Before Ever After,2017,5.343280487804876
Lady Tremaine,Female,Villain,Disney,Cinderella,None,5.480306090249284
"Lucinda, Ruby, and Martha",Female,Villain,Disney,None,None,5.384233695652163
